               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.075656,            0.036446,             0.04412,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071974,           0.0033162,           0.0033162
                   1,            0.063081,            0.031534,            0.028688,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.040656,           0.0063339,           0.0063339
                   2,            0.059774,             0.03008,            0.020014,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090503,           0.0090503,           0.0090503
                   3,            0.056902,            0.028647,            0.013376,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090503,           0.0090503,           0.0090503
                   4,            0.053838,            0.026989,            0.010393,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086005,           0.0086005,           0.0086005
                   5,            0.051993,            0.025695,           0.0090708,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081506,           0.0081506,           0.0081506
                   6,            0.050691,            0.024776,           0.0083692,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077008,           0.0077008,           0.0077008
                   7,            0.049625,            0.023931,           0.0078825,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072509,           0.0072509,           0.0072509
                   8,            0.048779,            0.023218,           0.0075896,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068011,           0.0068011,           0.0068011
                   9,             0.04804,              0.0226,           0.0073327,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063512,           0.0063512,           0.0063512
                  10,            0.047317,            0.021957,            0.007027,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059014,           0.0059014,           0.0059014
                  11,            0.046766,            0.021384,           0.0068572,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054515,           0.0054515,           0.0054515
                  12,            0.046089,            0.020778,           0.0066789,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050017,           0.0050017,           0.0050017
                  13,            0.045405,            0.020113,           0.0065151,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045518,           0.0045518,           0.0045518
                  14,            0.044875,            0.019566,           0.0063812,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004102,            0.004102,            0.004102
                  15,            0.044361,            0.018994,           0.0062589,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036521,           0.0036521,           0.0036521
                  16,            0.043718,            0.018292,           0.0061125,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032023,           0.0032023,           0.0032023
                  17,            0.043131,            0.017674,           0.0059771,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027524,           0.0027524,           0.0027524
                  18,            0.042378,            0.016888,           0.0058308,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023026,           0.0023026,           0.0023026
                  19,            0.041716,            0.016131,           0.0056951,             0.77838,              0.7866,             0.77832,             0.61944,            0.041378,             0.02169,            0.016492,           0.0018527,           0.0018527,           0.0018527
                   0,            0.040033,            0.033646,            0.043278,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.078818,           0.0037761,           0.0037761
                   1,            0.032344,            0.028793,             0.02696,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.032821,            0.007218,            0.007218
                   2,            0.030146,            0.027538,            0.015785,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086649,           0.0086649,           0.0086649
                   3,             0.02732,            0.025745,            0.010459,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086649,           0.0086649,           0.0086649
                   4,            0.025367,             0.02411,           0.0082394,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082423,           0.0082423,           0.0082423
                   5,            0.024117,            0.022825,           0.0071879,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0078198,           0.0078198,           0.0078198
                   6,            0.023271,            0.021852,           0.0066046,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073972,           0.0073972,           0.0073972
                   7,            0.022643,            0.021089,           0.0063148,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069747,           0.0069747,           0.0069747
                   8,            0.022155,             0.02042,           0.0060267,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065521,           0.0065521,           0.0065521
                   9,             0.02166,            0.019739,           0.0057635,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061296,           0.0061296,           0.0061296
                  10,            0.021221,            0.019129,           0.0055685,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005707,            0.005707,            0.005707
                  11,            0.020872,            0.018572,           0.0054193,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052845,           0.0052845,           0.0052845
                  12,            0.020509,            0.018027,            0.005269,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048619,           0.0048619,           0.0048619
                  13,            0.020172,             0.01749,           0.0051501,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044394,           0.0044394,           0.0044394
                  14,            0.019825,            0.016918,           0.0050174,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040168,           0.0040168,           0.0040168
                  15,            0.019492,            0.016324,           0.0049012,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035943,           0.0035943,           0.0035943
                  16,            0.019178,            0.015758,           0.0047949,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031717,           0.0031717,           0.0031717
                  17,            0.018804,            0.015132,           0.0046803,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027492,           0.0027492,           0.0027492
                  18,            0.018425,            0.014524,           0.0045559,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023266,           0.0023266,           0.0023266
                  19,            0.018058,            0.013867,           0.0044539,             0.76968,             0.78789,             0.77807,             0.59433,            0.018607,            0.020324,            0.015784,            0.001904,            0.001904,            0.001904
                   0,            0.074808,             0.03698,            0.045358,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.072049,           0.0033118,           0.0033118
                   1,             0.06182,            0.031837,            0.032249,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.040757,           0.0063264,           0.0063264
                   2,            0.058696,            0.030407,            0.023161,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091666,           0.0090426,           0.0090426
                   3,            0.054957,            0.028514,            0.017793,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086052,           0.0086052,           0.0086052
                   4,            0.052875,            0.027396,            0.012622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086052,           0.0086052,           0.0086052
                   5,            0.050985,            0.026129,            0.009891,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008157,            0.008157,            0.008157
                   6,            0.049558,             0.02511,           0.0088289,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077087,           0.0077087,           0.0077087
                   7,            0.048511,            0.024287,           0.0081032,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072604,           0.0072604,           0.0072604
                   8,            0.047535,            0.023485,           0.0077312,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068122,           0.0068122,           0.0068122
                   9,            0.046856,            0.022881,           0.0075148,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063639,           0.0063639,           0.0063639
                  10,            0.046132,            0.022264,           0.0071585,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059156,           0.0059156,           0.0059156
                  11,            0.045481,            0.021642,           0.0070202,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054674,           0.0054674,           0.0054674
                  12,            0.044938,            0.021103,           0.0067711,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050191,           0.0050191,           0.0050191
                  13,            0.044317,            0.020506,           0.0066059,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045709,           0.0045709,           0.0045709
                  14,            0.043658,            0.019796,            0.006444,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041226,           0.0041226,           0.0041226
                  15,            0.043125,            0.019194,            0.006305,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036743,           0.0036743,           0.0036743
                  16,             0.04255,            0.018567,           0.0061655,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032261,           0.0032261,           0.0032261
                  17,            0.041924,            0.017906,           0.0060252,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027778,           0.0027778,           0.0027778
                  18,            0.041315,            0.017289,           0.0058809,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023295,           0.0023295,           0.0023295
                  19,            0.040667,            0.016505,           0.0057385,             0.75319,             0.78337,             0.76237,             0.60642,            0.040291,            0.021686,            0.016238,           0.0018813,           0.0018813,           0.0018813
                   0,            0.076738,            0.037597,            0.042689,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.075328,           0.0030373,           0.0030373
                   1,            0.063308,             0.03251,            0.030105,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.047339,           0.0058011,           0.0058011
                   2,            0.060179,            0.030881,            0.021628,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.019076,           0.0082901,           0.0082901
                   3,            0.057334,            0.029508,            0.016698,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087993,           0.0087993,           0.0087993
                   4,            0.054927,             0.02823,            0.012259,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087993,           0.0087993,           0.0087993
                   5,            0.052946,            0.026961,            0.009883,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008339,            0.008339,            0.008339
                   6,            0.051468,            0.025896,           0.0087377,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0078788,           0.0078788,           0.0078788
                   7,            0.050241,             0.02492,           0.0080949,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074185,           0.0074185,           0.0074185
                   8,             0.04921,            0.024083,           0.0076884,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069583,           0.0069583,           0.0069583
                   9,            0.048409,             0.02348,           0.0074477,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006498,            0.006498,            0.006498
