               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   6,            0.061717,            0.016928,           0.0090686,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007769,            0.007769,            0.007769
                   7,            0.060517,            0.016426,           0.0086029,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073228,           0.0073228,           0.0073228
                   8,            0.059379,            0.015956,           0.0082293,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068766,           0.0068766,           0.0068766
                   9,            0.058417,            0.015517,           0.0079266,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064304,           0.0064304,           0.0064304
                  10,             0.05751,            0.015091,           0.0076772,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059842,           0.0059842,           0.0059842
                  11,            0.056669,            0.014686,           0.0074404,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055381,           0.0055381,           0.0055381
                  12,             0.05585,             0.01429,           0.0072228,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050919,           0.0050919,           0.0050919
                  13,            0.055051,            0.013891,           0.0070294,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046457,           0.0046457,           0.0046457
                  14,            0.054283,            0.013481,           0.0068445,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041995,           0.0041995,           0.0041995
                  15,            0.053547,            0.013091,           0.0066662,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037533,           0.0037533,           0.0037533
                  16,            0.052812,            0.012686,           0.0064903,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033071,           0.0033071,           0.0033071
                  17,             0.05202,            0.012234,            0.006322,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028609,           0.0028609,           0.0028609
                  18,            0.051209,            0.011771,           0.0061544,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024147,           0.0024147,           0.0024147
                  19,            0.050427,            0.011329,           0.0059857,             0.74889,             0.74723,              0.7402,             0.57124,            0.056525,            0.014397,            0.014263,           0.0019685,           0.0019685,           0.0019685
                   0,            0.057923,            0.023328,            0.038178,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068838,           0.0031775,           0.0031775
                   1,            0.047154,            0.020033,            0.014235,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.026073,           0.0060655,           0.0060655
                   2,            0.043094,            0.018373,           0.0096351,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070398,           0.0070398,           0.0070398
                   3,            0.040798,            0.017246,           0.0084052,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070398,           0.0070398,           0.0070398
                   4,            0.038987,            0.016263,           0.0075467,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066847,           0.0066847,           0.0066847
